0	1	0	1
0.2	0.988236	0.0117644	1
0.4	0.959336	0.0406638	1
0.6	0.919499	0.0805008	1
0.8	0.876751	0.123249	1
1	0.838711	0.161289	1
1.2	0.810772	0.189228	1
1.4	0.795082	0.204918	1
1.6	0.790323	0.209677	1
1.8	0.792081	0.207919	1
2	0.793635	0.206365	1
2.2	0.787134	0.212866	1
2.4	0.765182	0.234818	1
2.6	0.722697	0.277303	1
2.8	0.658606	0.341394	1
3	0.576718	0.423282	1
3.2	0.485197	0.514803	1
3.4	0.394582	0.605418	1
3.6	0.314978	0.685022	1
3.8	0.253459	0.746541	1
4	0.21262	0.78738	1
4.2	0.190611	0.809389	1
4.4	0.182343	0.817657	1
4.6	0.181217	0.818783	1
4.8	0.180788	0.819212	1
5	0.176042	0.823958	1
5.2	0.164217	0.835783	1
5.4	0.145199	0.854801	1
5.6	0.121456	0.878544	1
5.8	0.0974425	0.902557	1
6	0.0784307	0.921569	1
6.2	0.0689917	0.931008	1
6.4	0.071561	0.928439	1
6.6	0.0856341	0.914366	1
6.8	0.107928	0.892072	1
7	0.133441	0.866559	1
7.2	0.156972	0.843028	1
7.4	0.174553	0.825447	1
7.6	0.184425	0.815575	1
7.8	0.187416	0.812584	1
8	0.186832	0.813168	1
8.2	0.187932	0.812068	1
8.4	0.19702	0.80298	1
8.6	0.220146	0.779854	1
8.8	0.261512	0.738488	1
9	0.321942	0.678058	1
9.2	0.39799	0.60201	1
9.4	0.48225	0.51775	1
9.6	0.565007	0.434993	1
9.8	0.636773	0.363227	1
10	0.69078	0.30922	1
10.2	0.724505	0.275495	1
10.4	0.739807	0.260193	1
10.6	0.741882	0.258118	1
10.8	0.737617	0.262383	1
11	0.733946	0.266054	1
11.2	0.736539	0.263461	1
11.4	0.748888	0.251112	1
11.6	0.771739	0.228261	1
11.8	0.8029	0.1971	1
12	0.837563	0.162437	1
12.2	0.86927	0.13073	1
12.4	0.891502	0.108498	1
12.6	0.899501	0.100499	1
12.8	0.891695	0.108305	1
13	0.870161	0.129839	1
13.2	0.83992	0.16008	1
13.4	0.807386	0.192614	1
13.6	0.778584	0.221416	1
13.8	0.757727	0.242273	1
14	0.74643	0.25357	1
14.2	0.743543	0.256457	1
14.4	0.745448	0.254552	1
14.6	0.746703	0.253297	1
14.8	0.741009	0.258991	1
15	0.722522	0.277478	1
15.2	0.687371	0.312629	1
15.4	0.634996	0.365004	1
15.6	0.568765	0.431235	1
15.8	0.495439	0.504561	1
16	0.423495	0.576505	1
16.2	0.360854	0.639146	1
16.4	0.312881	0.687119	1
16.6	0.281339	0.718661	1
16.8	0.264512	0.735488	1
17	0.258218	0.741782	1
17.2	0.257176	0.742824	1
17.4	0.256291	0.743709	1
17.6	0.251635	0.748365	1
17.8	0.241072	0.758928	1
18	0.224578	0.775422	1
18.2	0.204177	0.795823	1
18.4	0.183463	0.816537	1
18.6	0.166657	0.833343	1
18.8	0.157396	0.842604	1
19	0.157594	0.842406	1
19.2	0.166838	0.833162	1
19.4	0.182541	0.817459	1
19.6	0.200797	0.799203	1
19.8	0.217579	0.782421	1
20	0.229861	0.770139	1
20.2	0.236364	0.763636	1
20.4	0.237857	0.762143	1
20.6	0.237068	0.762932	1
20.8	0.238248	0.761752	1
21	0.246426	0.753574	1
21.2	0.266322	0.733678	1
21.4	0.301046	0.698954	1
21.6	0.350891	0.649109	1
21.8	0.412708	0.587292	1
22	0.480276	0.519724	1
22.2	0.545736	0.454264	1
22.4	0.601666	0.398334	1
22.6	0.643	0.357	1
22.8	0.668135	0.331865	1
23	0.678904	0.321096	1
23.2	0.67968	0.32032	1
23.4	0.676051	0.323949	1
23.6	0.673547	0.326453	1
23.8	0.676633	0.323367	1
24	0.688	0.312	1
24.2	0.708114	0.291886	1
24.4	0.735064	0.264936	1
24.6	0.764824	0.235176	1
24.8	0.792074	0.207926	1
25	0.811504	0.188496	1
25.2	0.819299	0.180701	1
25.4	0.814271	0.185729	1
25.6	0.798175	0.201825	1
25.8	0.775101	0.224899	1
26	0.750201	0.249799	1
26.2	0.728269	0.271731	1
26.4	0.712619	0.287381	1
26.6	0.704474	0.295526	1
26.8	0.702847	0.297153	1
27	0.704778	0.295222	1
27.2	0.705857	0.294143	1
27.4	0.701027	0.298973	1
27.6	0.685667	0.314333	1
27.8	0.656826	0.343174	1
28	0.614274	0.385726	1
28.2	0.560936	0.439064	1
28.4	0.50237	0.49763	1
28.6	0.445364	0.554636	1
28.8	0.396114	0.603886	1
29	0.358684	0.641316	1
29.2	0.334256	0.665744	1
29.4	0.321304	0.678696	1
29.6	0.316421	0.683579	1
29.8	0.315402	0.684598	1
30	0.314227	0.685773	1
30.2	0.309819	0.690181	1
30.4	0.300525	0.699475	1
30.6	0.286365	0.713635	1
30.8	0.26899	0.73101	1
31	0.251285	0.748715	1
31.2	0.236618	0.763382	1
31.4	0.22787	0.77213	1
31.6	0.226543	0.773457	1
31.8	0.2323	0.7677	1
32	0.243112	0.756888	1
32.2	0.25594	0.74406	1
32.4	0.267683	0.732317	1
32.6	0.276045	0.723955	1
32.8	0.280117	0.719883	1
33	0.28061	0.71939	1
33.2	0.279772	0.720228	1
33.4	0.281043	0.718957	1
33.6	0.288418	0.711582	1
33.8	0.305552	0.694448	1
34	0.334702	0.665298	1
34.2	0.375783	0.624217	1
34.4	0.425943	0.574057	1
34.6	0.479976	0.520024	1
34.8	0.531553	0.468447	1
35	0.574899	0.425101	1
35.2	0.606275	0.393725	1
35.4	0.624744	0.375256	1
35.6	0.632062	0.367938	1
35.8	0.6319	0.3681	1
36	0.628796	0.371204	1
36.2	0.627162	0.372838	1
36.4	0.630516	0.369484	1
36.6	0.640926	0.359074	1
36.8	0.65865	0.34135	1
37	0.682007	0.317993	1
37.2	0.707609	0.292391	1
37.4	0.731042	0.268958	1
37.6	0.747962	0.252038	1
37.8	0.7553	0.2447	1
38	0.752162	0.247838	1
38.2	0.740044	0.259956	1
38.4	0.722299	0.277701	1
38.6	0.703094	0.296906	1
38.8	0.686266	0.313734	1
39	0.674441	0.325559	1
39.2	0.668558	0.331442	1
39.4	0.667776	0.332224	1
39.6	0.669676	0.330324	1
39.8	0.670682	0.329318	1
40	0.666729	0.333271	1
40.2	0.654154	0.345846	1
40.4	0.630699	0.369301	1
40.6	0.596335	0.403665	1
40.8	0.553559	0.446441	1
41	0.506909	0.493091	1
41.2	0.461801	0.538199	1
41.4	0.423077	0.576923	1
41.6	0.393817	0.606183	1
41.8	0.374813	0.625187	1
42	0.364747	0.635253	1
42.2	0.360872	0.639128	1
42.4	0.359852	0.640148	1
42.6	0.358524	0.641476	1
42.8	0.354475	0.645525	1
43	0.34642	0.65358	1
43.2	0.334399	0.665601	1
43.4	0.319739	0.680261	1
43.6	0.304744	0.695256	1
43.8	0.292089	0.707911	1
44	0.284044	0.715956	1
44.2	0.281784	0.718216	1
44.4	0.285042	0.714958	1
44.6	0.292232	0.707768	1
44.8	0.301009	0.698991	1
45	0.308998	0.691002	1
45.2	0.314475	0.685525	1
45.4	0.316814	0.683186	1
45.6	0.316664	0.683336	1
45.8	0.315885	0.684115	1
46	0.317251	0.682749	1
46.2	0.323923	0.676077	1
46.4	0.338707	0.661293	1
46.6	0.363191	0.636809	1
46.8	0.397026	0.602974	1
47	0.437654	0.562346	1
47.2	0.480733	0.519267	1
47.4	0.521188	0.478812	1
47.6	0.55456	0.44544	1
47.8	0.578132	0.421868	1
48	0.591451	0.408549	1
48.2	0.596161	0.403839	1
48.4	0.595342	0.404658	1
48.6	0.59268	0.40732	1
48.8	0.591699	0.408301	1
49	0.595173	0.404827	1
49.2	0.604683	0.395317	1
49.4	0.620327	0.379673	1
49.6	0.64062	0.35938	1
49.8	0.662684	0.337316	1
50	0.682839	0.317161	1
50.2	0.697512	0.302488	1
50.4	0.704227	0.295773	1
50.6	0.702322	0.297678	1
50.8	0.693084	0.306916	1
51	0.679285	0.320715	1
51.2	0.66432	0.33568	1
51.4	0.651283	0.348717	1
51.6	0.642271	0.357729	1
51.8	0.638011	0.361989	1
52	0.637797	0.362203	1
52.2	0.639649	0.360351	1
52.4	0.640664	0.359336	1
52.6	0.637568	0.362432	1
52.8	0.627445	0.372555	1
53	0.608554	0.391446	1
53.2	0.580975	0.419025	1
53.4	0.546804	0.453196	1
53.6	0.509727	0.490273	1
53.8	0.474053	0.525947	1
54	0.443567	0.556433	1
54.2	0.420615	0.579385	1
54.4	0.40573	0.59427	1
54.6	0.39781	0.60219	1
54.8	0.394656	0.605344	1
55	0.393637	0.606363	1
55.2	0.392266	0.607734	1
55.4	0.388649	0.611351	1
55.6	0.381781	0.618219	1
55.8	0.371698	0.628302	1
56	0.359456	0.640544	1
56.2	0.346877	0.653123	1
56.4	0.336069	0.663931	1
56.6	0.328813	0.671187	1
56.8	0.326028	0.673972	1
57	0.327504	0.672496	1
57.2	0.33202	0.66798	1
57.4	0.337778	0.662222	1
57.6	0.342979	0.657021	1
57.8	0.346346	0.653654	1
58	0.347466	0.652534	1
58.2	0.346933	0.653067	1
58.4	0.346282	0.653718	1
58.6	0.347745	0.652255	1
58.8	0.35381	0.64619	1
59	0.366601	0.633399	1
59.2	0.387187	0.612813	1
59.4	0.415041	0.584959	1
59.6	0.447888	0.552112	1
59.8	0.482116	0.517884	1
60	0.513677	0.486323	1
60.2	0.539161	0.460839	1
60.4	0.556636	0.443364	1
60.6	0.565995	0.434005	1
60.8	0.568751	0.431249	1
61	0.56749	0.43251	1
61.2	0.565208	0.434792	1
61.4	0.564724	0.435276	1
61.6	0.568222	0.431778	1
61.8	0.576903	0.423097	1
62	0.590746	0.409254	1
62.2	0.608422	0.391578	1
62.4	0.627472	0.372528	1
62.6	0.644805	0.355195	1
62.8	0.657467	0.342533	1
63	0.663462	0.336538	1
63.2	0.66231	0.33769	1
63.4	0.655133	0.344867	1
63.6	0.644246	0.355754	1
63.8	0.632435	0.367565	1
64	0.622215	0.377785	1
64.2	0.615274	0.384726	1
64.4	0.612184	0.387816	1
64.6	0.612354	0.387646	1
64.8	0.614164	0.385836	1
65	0.615253	0.384747	1
65.2	0.612971	0.387029	1
65.4	0.604984	0.395016	1
65.6	0.589932	0.410068	1
65.8	0.567939	0.432061	1
66	0.540742	0.459258	1
66.2	0.511317	0.488683	1
66.4	0.483089	0.516911	1
66.6	0.459023	0.540977	1
66.8	0.440921	0.559079	1
67	0.429156	0.570844	1
67.2	0.422827	0.577173	1
67.4	0.420196	0.579804	1
67.6	0.419193	0.580807	1
67.8	0.417866	0.582134	1
68	0.414726	0.585274	1
68.2	0.408976	0.591024	1
68.4	0.400636	0.599364	1
68.6	0.39053	0.60947	1
68.8	0.380082	0.619918	1
69	0.370938	0.629062	1
69.2	0.364487	0.635513	1
69.4	0.361445	0.638555	1
69.6	0.361659	0.638341	1
69.8	0.364202	0.635798	1
70	0.367715	0.632285	1
70.2	0.370854	0.629146	1
